ID	Unicode	字符	86版	86容错	98版	98容错	笔顺编号	笔顺容错
2080	3C1F	㰟	rnqw	.	rqwy	.	31153534	.
2081	3C20	㰠	ymqw	.	ywqw	.	41353534	.
2082	3C21	㰡	wjqw	.	wjqw	.	34323534	.
2083	3C22	㰢	gaqw	.	gaqw	.	11323534	.
2084	3C23	㰣	hxqw	.	hxqw	.	2121153534	.
2085	3C24	㰤	skqw	.	skqw	.	125123534	.
2086	3C25	㰥	anqw	.	anqw	.	122153534	.
2087	3C26	㰦	fcqw	.	fcqw	.	121543534	.
2088	3C27	㰧	ckqw	.	ckqw	.	542513534	.
2089	3C28	㰨	kwqw	.	kwqw	.	251343534	.
2090	3C29	㰩	jqwy	.	jqwy	.	2512143534	.
2091	3C2A	㰪	ffqw	.	ffqw	.	1211213534	.
2092	3C2B	㰫	tfqw	.	tfqw	.	3121353534	.
2093	3C2C	㰬	qjqw	.	qjqw	.	3525113534	.
2094	3C2D	㰭	dfnw	.	dfnw	.	1342253534	.
2095	3C2E	㰮	dfew	.	dfew	.	13115343534	.
2096	3C2F	㰯	gkuw	.	gkuw	.	12514313534	.
2097	3C30	㰰	dwww	.	dwww	.	13434343534	.
2098	3C31	㰱	tgjw	.	tfjw	.	31251123534	.
2099	3C32	㰲	akgw	.	akgw	.	125115343534	.
2100	3C33	㰳	gfgw	.	gfgw	.	121551213534	.
2101	3C34	㰴	ukqw	.	ukqw	.	414312513534	.
2102	3C35	㰵	ywww	.	ywww	.	413434123534	.
2103	3C36	㰶	thkw	.	thkw	.	354242513534	.
2104	3C37	㰷	gqxw	.	gqxw	.	1354153534	.
2105	3C38	㰸	wgkw	.	wgkw	.	341251343534	.
2106	3C39	㰹	dgkw	.	dgkw	.	1312515343534	.
2107	3C3A	㰺	nhfw	.	nhfw	.	5121151543534	.
2108	3C3B	㰻	fkuw	.	fkuw	.	1212514313534	.
2109	3C3C	㰼	adww	.	adww	.	1134343453534	.
2110	3C3D	㰽	ajvw	.	ajvw	.	1251153153534	.
2111	3C3E	㰾	ryqw	.	ryqw	.	3251141533534	.
2112	3C3F	㰿	exdw	.	exdw	.	34435541343534	.
2113	3C40	㱀	qbtw	.	qbtw	.	35523355233534	.
2114	3C41	㱁	bmfw	.	bmfw	.	52252112343534	.
2115	3C42	㱂	yviw	.	oviw	.	413511241343534	.
2116	3C43	㱃	wynw	.	wynw	.	344512535113534	.
2117	3C44	㱄	lfow	.	lfow	.	2543121144443534	.
2118	3C45	㱅	fpgw	.	fpgw	.	1214512514313534	.
2119	3C46	㱆	hagw	.	hgkw	.	21531512514313534	.
2120	3C47	㱇	fwww	.	fwww	.	12343412525113534	.
2121	3C48	㱈	ssfw	.	ssfw	.	12341234112343534	.
2122	3C49	㱉	oguw	.	oufw	.	22431431112343534	.
2123	3C4A	㱊	depw	.	depw	.	1325114545443543534	.
2124	3C4B	㱋	fwyw	.	fwyw	.	14524444324111213534	.
2125	3C4C	㱌	bbbw	.	bbbw	.	1221111221111221113534	.
2126	3C4D	㱍	xyxw	yxxw	xyxw	.	41112515544445544443534	.
2127	3C4E	㱎	liqw	.	liqw	.	2522123344352512144443534	.
2128	3C4F	㱏	fhf	.	fhf	.	112121	.
2129	3C50	㱐	fhyi	.	fhyi	.	1121214	.
2130	3C51	㱑	hqu	.	hqu	.	2121354	.
2131	3C52	㱒	hskf	.	hskf	.	212112512	.
2132	3C53	㱓	hwyc	.	hwyc	.	212134454	.
2133	3C54	㱔	hxqu	.	hxqu	.	212135354	.
2134	3C55	㱕	hvph	.	hvph	.	212151145252	.
2135	3C56	㱖	hywf	.	hywf	.	212141343412	.
2136	3C57	㱗	hthd	.	hthd	.	21213251111344	.
2137	3C58	㱘	djeh	.	djeh	.	132511251113442121	.
2138	3C59	㱙	gqgn	.	gqgn	.	135415	.
2139	3C5A	㱚	gqeg	.	gqeg	.	13543511	.
2140	3C5B	㱛	gqgq	.	gqgq	.	13541354	.
2141	3C5C	㱜	gqhy	.	gqhy	.	13542134	.
2142	3C5D	㱝	gqxl	.	gqxe	.	13541553	.
2143	3C5E	㱞	gqug	.	gqug	.	135441431	.
2144	3C5F	㱟	gqhc	.	gqby	.	135453254	.
2145	3C60	㱠	gqdg	.	gqdg	.	135412251	.
2146	3C61	㱡	gqtq	.	gqtq	.	1354312135	.
2147	3C62	㱢	gqye	.	gqyv	.	13544511534	.
2148	3C63	㱣	gqev	.	gqev	.	13543443531	.
2149	3C64	㱤	gqsr	.	gqsr	.	135412343312	.
2150	3C65	㱥	gqft	.	gqft	.	135412134354	.
2151	3C66	㱦	gqdk	.	gqdk	.	135413412512	.
2152	3C67	㱧	gqpb	.	gqpb	.	135444535455	.
2153	3C68	㱨	gqph	.	gqph	.	135444512134	.
2154	3C69	㱩	gqfd	.	gqfd	.	135412544134	.
2155	3C6A	㱪	gqnj	.	gqnj	.	1354515152511	.
2156	3C6B	㱫	gqgi	.	gqsl	.	1354125431234	.
2157	3C6C	㱬	gqle	.	gqle	.	1354251211534	.
2158	3C6D	㱭	gqwc	.	gqtc	.	1354321113554	.
2159	3C6E	㱮	gqkm	.	gqkm	.	1354251212534	.
2160	3C6F	㱯	gqmu	.	gqmu	.	13542521251431	.
2161	3C70	㱰	gqpu	.	gqpu	.	13544454143112	.
2162	3C71	㱱	gqrc	.	gqrc	.	1354325113554	.
2163	3C72	㱲	gqul	.	gqul	.	13544313425221	.
2164	3C73	㱳	ajdq	.	ajdq	.	12225111341354	.
2165	3C74	㱴	gqgm	.	gqgm	.	135411212511134	.
2166	3C75	㱵	gqfm	.	gqfm	.	1354121222511134	.
2167	3C76	㱶	gqfe	.	gqfe	.	1354121251431333	.
2168	3C77	㱷	gqws	.	gqws	.	1354324111211234	.
2169	3C78	㱸	gqnu	.	gqnu	.	13545132514143112	.
2170	3C79	㱹	gqdh	.	gqdh	.	13541331234312342121	.
2171	3C7A	㱺	gqhl	.	gqhl	.	13542153152512125221	.
2172	3C7B	㱻	gqyy	.	gqyy	.	13544152513511431112354	.
2173	3C7C	㱼	nmcy	.	nwcy	.	5153554	.
2174	3C7D	㱽	pqmc	.	pqwc	.	45353554	.
2175	3C7E	㱾	yntc	.	yntc	.	4153343554	.
2176	3C7F	㱿	fmgc	.	fmgc	.	1212513554	.
2177	3C80	㲀	dfec	.	dfec	.	13115343554	.
2178	3C81	㲁	pwac	.	pwac	.	445341213554	.
2179	3C82	㲂	imkc	.	imkc	.	243252513554	.
2180	3C83	㲃	hjxc	.	hjxc	.	212511153554	.
2181	3C84	㲄	fpgc	.	fpgc	.	1214511213554	.
2182	3C85	㲅	pdhc	.	pdhc	.	44511122513554	.
2183	3C86	㲆	fnmc	.	fnwc	.	1215213355434454	.
2184	3C87	㲇	fnmu	.	fnwu	.	1215213355435444	.
2185	3C88	㲈	fnmk	.	fnwk	.	1215213355453251	.
2186	3C89	㲉	fpgc	.	fpgc	.	12145135435243554	.
2187	3C8A	㲊	hpgc	.	hpgc	.	214513434251113554	.
2188	3C8B	㲋	qkxx	.	qkxx	.	352511535	.
2189	3C8C	㲌	tfne	.	ebe	.	311553	.
2190	3C8D	㲍	fctn	.	fcev	.	12543115	.
2191	3C8E	㲎	tfnn	.	een	.	31153115	.
2192	3C8F	㲏	thgn	.	thge	.	32153115	.
2193	3C90	㲐	tfnn	.	ewyn	.	31153445	.
2194	3C91	㲑	tfni	.	eii	.	31152534	.
2195	3C92	㲒	qktn	.	qken	.	352513115	.
2196	3C93	㲓	tfnt	tfny	eawi	.	3115134534	.
2197	3C94	㲔	utfn	.	uen	.	41431123115	.
2198	3C95	㲕	eftn	.	efen	.	34431243115	.
2199	3C96	㲖	ietn	.	ieen	.	24325113115	.
2200	3C97	㲗	ebtn	.	eben	.	34435213115	.
2201	3C98	㲘	mtfn	.	men	.	25111343115	.
2202	3C99	㲙	tfnq	.	eyck	.	31154154325	.
2203	3C9A	㲚	iitn	.	iite	.	44123433115	.
2204	3C9B	㲛	tdkn	.	tdke	.	311342513115	.
2205	3C9C	㲜	ootn	.	ooen	.	433443343115	.
2206	3C9D	㲝	tfny	.	ewyd	.	311532411121	.
2207	3C9E	㲞	ywwn	.	ywwe	.	413434123115	.
2208	3C9F	㲟	amdn	.	amde	.	122251343115	.
2209	3CA0	㲠	fitn	.	fteb	.	1123431343115	.
2210	3CA1	㲡	sfin	.	sfie	.	1234112343115	.
2211	3CA2	㲢	ynmn	.	ynme	.	4513251223115	.
2212	3CA3	㲣	vhcn	.	ehce	.	3215112543115	.
2213	3CA4	㲤	ykgn	.	ykge	.	41251135343115	.
2214	3CA5	㲥	yvhn	.	ovhe	.	41351122513115	.
2215	3CA6	㲦	fjwn	.	fjwe	.	12251112343115	.
2216	3CA7	㲧	tfnj	.	ecyj	.	3115544251214	.
2217	3CA8	㲨	abtn	.	aben	.	1221221113115	.
2218	3CA9	㲩	tfnn	.	ejnd	.	31152511541541	.
2219	3CAA	㲪	wgkn	.	wgke	.	5433412514313115	.
2220	3CAB	㲫	ogun	.	ouge	.	2243143111343115	.
2221	3CAC	㲬	wyon	.	wyoe	.	3241112144443115	.
2222	3CAD	㲭	ooon	.	oooe	.	4334433443343115	.
2223	3CAE	㲮	tfnk	.	etwk	.	3115314314341251	.
2224	3CAF	㲯	ahnn	.	ahne	.	125125314252213115	.
2225	3CB0	㲰	pnln	.	pnle	.	445454425221123115	.
2226	3CB1	㲱	tfnn	.	evln	.	3115555253415445445	.
2227	3CB2	㲲	llln	cccn	llle	.	25121251212512145251113115	.
2228	3CB3	㲳	qayw	.	qayg	.	3515431134	.
2229	3CB4	㲴	rnkh	.	rkhk	.	31152512	.
2230	3CB5	㲵	rnie	.	ried	.	31152432511	.
2231	3CB6	㲶	rnho	.	rhlo	.	311521253444441	.
2232	3CB7	㲷	rnkf	.	rkkf	.	3115251251251112	.
2233	3CB8	㲸	inn	.	inn	.	4415	.
2234	3CB9	㲹	imn	.	iwn	.	44135	.
2235	3CBA	㲺	ian	.	ian	.	44115	.
2236	3CBB	㲻	wiy	.	wiy	.	322534	.
2237	3CBC	㲼	iqy	.	iry	.	44134	.
2238	3CBD	㲽	ivyy	.	ivyy	.	441534	.
2239	3CBE	㲾	piu	.	piu	.	4452534	.
2240	3CBF	㲿	iyt	.	iot	.	441413	.
2241	3CC0	㳀	iat	iay	iay	.	4411534	.
2242	3CC1	㳁	idwy	.	idwy	.	4411334	.
2243	3CC2	㳂	iwcy	.	iwcy	.	4413454	.
2244	3CC3	㳃	ivfh	.	ivfh	.	4413512	.
2245	3CC4	㳄	iqwy	.	iqwy	.	4413534	.
2246	3CC5	㳅	igiy	.	idhy	.	4411324	.
2247	3CC6	㳆	iufh	.	iufh	.	4414412	.
2248	3CC7	㳇	iwqy	.	iwry	.	4413434	.
